Text,Label
"We still expect the tilt to provide a positive return, especially as 2-year Treasury rates ended 2022 at 4.4%.",0
"Given our view of economic growth at 1.2% and the federal funds rate peaking at 55.25%, we expect this tilt to provide a mid-single-digit return in 2023.",0
18 Overweight US Energy Infrastructure Master Limited Partnerships: The allocation to master limited partnerships (MLPs) has been one of our longest-standing tactical tilts.,0
It was initiated as an option tilt in 2015 and changed to a long sector position in January 2016.,1
This tilt has an inception-to-date return of 37% and has been one of our most volatile tilts.,0
"The MLP sector was up nearly 30% in 2022, compared to the S&P 500 at -18%.",0
"While we have reduced the allocation to this tilt given its strong performance over the last two years, we still retain an allocation, for the following reasons: Valuations are still attractive even after such strong returns.",0
Valuations as measured by the ratio of enterprise value to EBITDA are one standard deviation below their long-term average due to continued strong earnings (see Exhibit 49).,0
" Corporate management has continued to be disciplined about capital expenditures, with 2022 levels about 3.9% below 2021 levels.",0
2023 levels are expected to be flat to slightly lower.,0
 The tax-advantaged distribution yield of 8% is attractive compared to fixed income and high yield rates.,0
"The companies in the Alerian MLP Infrastructure Index generate 1.8x free cash flow relative to distributions, so the distribution yield appears secure.",0
 We expect returns in the low 20s in 2023.,0
"We note that we removed our S&P 500 energy sector tilt in October 2022 as the sector had rallied 63%, following a 55% total return in 2021.",0
The energy sector had outperformed the S&P 500 by 83 percentage points when we removed the tilt.,0
"We removed the tilt because it had reached fair value on a normalized price-to-earnings basis, given oil prices in the futures market.",0
Overweight Eurozone Banks: We have maintained our tactical tilt to Eurozone banks at a reduced allocation.,0
"This is also among our longest-standing tilts, initiated in June 2018.",1
"And very much like our MLP tilt, it has been very volatile.",0
"It outperformed the European markets in both 2021, with a total return of 42%, and 2022, with a total return of 2%.",0
We retain this allocation for the following reasons: Rising rates will improve the banks net interest margins and overall profitability.,0
 We expect only a moderate rise in provisions despite our recession forecast for the Eurozone.,0
"Leverage has remained low, and two-thirds of the post-COVID increase in lending is covered Exhibit 49: MLP Enterprise Value to EBITDA MLP valuations are still attractive even after strong returns over the least 2 years.",0
8.6 11.3 9.7 6 8 10 12 14 16 18 1Q03 1Q05 1Q07 1Q09 1Q11 1Q13 1Q15 1Q17 1Q19 1Q21 Multiple (x) Historical Median Multiple Median Since Q1 2003 Median Excluding 201015 (High-Inflow Years) Data through Q4 2022.,0
"Source: Investment Strategy Group, Bloomberg.",1
 35 Outlook Investment Strategy Group by government guarantees.,0
"There are currently no signs of deterioration in asset quality, as shown in Exhibit 50.",1
 The banks capital ratio is near record highs.,0
" We expect a total return in the low 20s, composed of 6% dividend yield and multiple expansion as the price-to-book ratio increases from its current low level of 0.60x to 0.69x.",0
"As shown by the red triangle in Exhibit 51, that increase in price-to-book is a reasonable assumption.",0
"Allocation to US Natural Gas Calendar Spread: As noted earlier, both European and US natural gas prices gyrated following the halting of the Nord Stream 2 pipeline and the Russian invasion of Ukraine.",0
Fears of winter shortages of natural gas led US March 2023 contracts to become very expensive relative to April and trade at a historically high premium of over $1 per million BTU (see Exhibit 52)a spread that had been wider only 9% of the time.,0
This spread has typically contracted to $0.5 or less 95% of the time as the winter ends.,0
"The base case expected return on this trade was in the mid- to high teens, and we are rapidly approaching those levels.",0
Allocation to Physical Uranium: We initiated a small allocation to physical uranium in 2022.,1
"Nuclear energy is becoming an increasingly attractive source of electricity as countries seek reliable, carbon-free and secure sources of energy.",0
Some view nuclear energy as a permanent solution and others as a transition source of energy away from hydrocarbons while waiting for the development of more renewable energy sources.,0
Nuclear energy has supplied about 20% of total annual US electricity since 1990.,1
"In 2020, nuclear energy supplied 69% of Frances electricity generation.",1
Exhibit 50: Eurozone Banks Nonperforming Loan Ratio There are no signs of deterioration in asset quality.,0
1.8 0 1 2 3 4 5 6 7 8 2014 2015 2016 2017 2018 2019 2020 2021 Nonperforming Loan Ratio (%) Data through Q2 2022.,0
"Source: Investment Strategy Group, European Central Bank.",1
Exhibit 51: Eurozone Banks Return on Equity vs. Price/Book Ratio Eurozone banks valuation is lower than what is implied by their profitability.,0
"R 2 = 80% 0.0 0.5 1.0 1.5 2.0 2.5 3.0 0 2 4 6 8 10 12 14 16 18 Trailing Return on Equity (%) Trailing Price/Book (x) Current 2023 Estimate Data through December 31, 2022.",0
"Source: Investment Strategy Group, Datastream.",1
Exhibit 52: Rolling March-April Henry Hub Natural Gas Spread March 2023 contracts became very expensive relative to April and traded at a historically high premium.,0
"0.19 -3 -2 -1 0 1 2 3 4 5 1994 1996 1998 2000 2002 2004 2006 2008 2010 2012 2014 2016 2018 2020 2022 US$ per MMBtu Spread Spread at Tilt Inception ($1.08) Data through December 31, 2022.",1
"Source: Investment Strategy Group, Bloomberg.",1
 36 Goldman Sachs january 2023 There has been a sharp decrease in uranium exploration activity and in production from existing mines.,0
"Since 2018, mined supply has been insufficient to meet annual reactor requirements (see Exhibit 53), and utilities have accessed inventories and extended the enrichment process to extract more yield per unit of raw uranium.",0
"As of December 31, 2022, the price for uranium was $48/lb.",1
We estimate that prices need to reach $70 or higher to incentivize adequate future production.,0
"While we do not anticipate those levels in the near term, we think this tilt will have long-term attractive returns.",0
Allocation to Systematic Strategies: We deploy three systematic strategies to provide uncorrelated sources of incremental return to a portfolio: Systematic Upside Improvement Tilt (SUIT); Systematic Downside Mitigation Tilt (SDMT); and Trend-Based Rotation (TBR).,0
All three strategies were deployed at the beginning of 2022.,0
We removed the first two strategies after high-single-digit returns but have left the TBR strategy as a tactical tilt for 2023.,0
This strategy was introduced in 2021.,1
"The goal is to rotate among 10 asset classes: US and non- US equity indices, gold, US corporate bonds, US Treasury bonds and US cash.",1
"The strategy is driven by the trend in each asset class, its volatility and the likelihood the trend will reverse course once it has become extended.",0
The strategy is based on the momentum factor and is a diversified strategy for ISGs more value-oriented tactical tilts.,0
We generally expect the strategy to deliver a high- single-digit return.,0
Role of Growth Stocks in Driving Equity Returns: Our tactical tilts generally have had a value orientation.,0
"Since the inception of ISG, we have had only a handful of growth-oriented tactical tilts.",0
"In total, our tactical tilts have provided incremental return to the strategic asset allocation process.",0
"Avoiding growth-oriented sectors did not hamper our performance, or that of the S&P 500.",0
"One of the questions clients most frequently ask us concerns the role of a limited basket of stocks like the FANGMANT stocks, or the technology or communication sector stocks, in driving equity returns since the GFC.",0
"When we share our view that the return of the S&P 500 has been broad- based, clients are often surprised.",0
"As shown in Exhibit 54, the FANGMANT stocks represent 20% of the weight in the S&P 500 Index, down from a peak of 29% in November 2021.",0
"The most straightforward way to show that a handful of growth stocks with large weights in the S&P 500 have not driven the index returns is to compare these returns using market capitalization weights to those of an equal-weighted index of stocks, where value stocks like Exxon, with Exhibit 53: Annual Uranium Mine Production and Nuclear Reactor Requirements The current trajectory of mine production is projected to remain below annual reactor requirements.",0
93 255 0 50 100 150 200 250 300 2008 2012 2016 2020 2024 2028 2032 2036 2040 Million Pounds U3O8 Projections Mine Production Reactor Requirements Data through 2022; projected through 2040.,0
"Source: Investment Strategy Group, UxC LLC.",1
Exhibit 54: FANGMANT Weight Over Time The FANGMANT stocks represent 20% of the overall S&P 500.,1
"29 Nov 2021 20 0 5 10 15 20 25 30 2004 2006 2008 2010 2012 2014 2016 2018 2020 2022 Weight of FANGMANT in the S&P 500 (%) Data through December 31, 2022.",1
"Note: FANGMANT = Facebook/Meta, Apple, Netflix, Google/Alphabet, Microsoft, Amazon, Nvidia and Tesla.",1
"Source: Investment Strategy Group, Bloomberg.",1
" 37 Outlook Investment Strategy Group a 1.4% weight, and Coca-Cola, with a 0.8% weight, are given the same weight as Apple Inc., which has a 6.0% weight, and Microsoft, which has a 5.6% weight in the market capitalization- weighted index.",0
We have analyzed the data through the end of 2021 and end of 2022.,1
"We present below the returns of the two benchmarks for four periods: since March 2000, the peak of the dot-com bubble; since the trough of the GFC; and over the last five and the last 10 years.",0
We focus on the data ending in 2021 because these stocks did extremely poorly in 2022 and we do not want clients to discount the analysis because of that poor performance.,0
Late 2021 also marks the peak weight of the basket of FANGMANT stocks in the S&P 500 Index.,0
This basket of stocks declined 40% in 2022.,0
"Since 2000 and since the trough of the GFC, the equal-weighted index outperformed the market capitalization index by 2.21 and 0.94 percentage points, respectively, on an annualized basis.",0
"Over the decade ending in 2021, the market capitalization-weighted index outperformed by 0.92 percentage point.",0
"The outperformance increased to 2.75 percentage points over the five years ending in 2021, and that includes the strong outperformance during the pandemic (see Exhibit 55).",0
"If the returns had been driven by a basket of growth-oriented stocks alone, the equal-weighted index would have lagged the market capitalization-weighted index significantly over all periods.",0
An alternative approach is to look at the total return across all S&P 500 Index sectors.,1
"As shown in Exhibit 56, the information technology sector outperformed after the trough of the GFC.",0
"However, financials, industrials and health care all outperformed the broader market.",0
"While our US Preeminence theme is not reflected in a tactical asset allocation tilt, it is a strategic asset allocation overweight.",0
"As shown in Exhibits 5772, the US is preeminent across most metrics that underpin economic growth, superior earnings growth and greater resilience.",0
"Should some of the risks other than recession that we have outlined in the next section materialize, this resilience will be paramount.",0
"Even so, these risks could derail our 2023 outlook.",0
Exhibit 55: Performance of Equal- and Market Cap-Weighted S&P 500 The equal-weighted S&P 500 index has outperformed the market cap-weighted index across prior historical windows.,0
"7.4 18.8 16.5 18.4 9.6 19.7 15.6 15.7 2.2 0.9 -0.9 -2.7 -5 0 5 10 15 20 25 Since Mar 24, 2000 Since Mar 9, 2009 20112021 20162021 Annualized Total Return (%) Market Cap-Weighted Equal-Weighted Difference (Equal Less Market Cap) Data through December 31, 2021.",0
"Source: Investment Strategy Group, Bloomberg.",1
Exhibit 56: Performance of S&P 500 Sectors Financials and industrials are among the sectors that outperformed the S&P 500 since the trough of the GFC.,0
20.4 17.8 17.0 16.6 16.3 14.4 13.9 13.6 12.8 9.0 8.5 15.6 0 5 10 15 20 25 Info Tech Consumer Disc.,1
"Financials Industrials Health Care Real Estate Materials Consumer Staples Utilities Energy Comm Services S&P 500 Annualized Total Return Since March 2009 (%) Data through December 31, 2022.",1
"Source: Investment Strategy Group, Bloomberg.",1
"The US is preeminent across most metrics that underpin economic growth, superior earnings growth and greater resilience.",0
 38 Goldman Sachs january 2023 US Preeminence by the Data Exhibit 58: Nominal GDP per Capita The US also has the highest GDP per capita in the world.,0
"* 29,198 33,592 33,740 34,358 42,330 47,318 48,398 56,794 66,408 75,180 0 10,000 20,000 30,000 40,000 50,000 60,000 70,000 80,000 Spain Korea Italy Japan France UK Germany Canada Australia US Nominal GDP per Capita (US$) Data as of 2022.",1
"Source: Investment Strategy Group, IMF World Economic Outlook.",1
* The US has the largest GDP per capita among countries with populations over 25 milion.,0
Exhibit 60: Total Equity Market Capitalization per Country US market capitalization is the largest in the world.,0
"391 397 566 618 739 2,130 2,875 2,912 3,331 5,457 15,361 41,062 0 5,000 10,000 15,000 20,000 25,000 30,000 35,000 40,000 45,000 South Africa Mexico Italy Spain Brazil Germany France UK India Japan China + HK US US$ Billions Data as of December 31, 2022.",1
"Source: Investment Strategy Group, Bloomberg.",1
Exhibit 57: Nominal GDP per Country The US has the highest GDP in the world.,0
"1,997 2,133 2,200 2,778 3,198 3,469 4,031 4,301 20,256 25,035 0 5,000 10,000 15,000 20,000 25,000 30,000 Italy Russia Canada France UK India Germany Japan China US Nominal GDP (US$ Billions) Data as of 2022.",1
"Source: Investment Strategy Group, IMF World Economic Outlook.",1
Exhibit 59: Annualized and Cumulative Equity Returns Since the Trough of the GFC US equities have outperformed equities in other regions over the past 13 years.,0
7.1 8.0 8.0 8.4 8.5 9.2 9.9 15.7 0 4 8 12 16 20 Chinese Equities THEM Equities German Equities UK Equities Eurozone Equities Non-US Developed Equities French Equities US Equities Annualized Total Return (%) Cumulative: 647% Total Value: $747 Cumulative: 267% Total Value: $367 Cumulative: 235% Total Value: $335 Cumulative: 216% Total Value: $316 Cumulative: 210% Total Value: $310 Cumulative: 204% Total Value: $304 Cumulative: 189% Total Value: $289 Cumulative: 157% Total Value: $257 Total Value of US$100 Invested on Trough of GFC.,1
"Data as of December 31, 2022.",1
Note: All non-US equities returns are calculated in US$.,1
"Source: Investment Strategy Group, Datastream, Bloomberg.",1
 39 Outlook Investment Strategy Group Exhibit 62: Average Years of Schooling The US has the highest average years of schooling among comparable countries.,0
7.8 8.2 9.0 9.2 9.7 10.5 10.6 11.2 11.4 12.1 12.5 12.7 13.1 13.1 13.2 13.3 0 2 4 6 8 10 12 14 India Turkey Brazil China Mexico South Africa France Spain Italy Russia Germany Taiwan Japan UK South Korea US Years Data as of 2020.,1
Note: Average years of schooling data is estimated using original growth assumptions between 2015 and 2020 from Barro-Lee (2015) and the most recent years of schooling data for 2015 as reported by Barro-Lee (2021).,1
"Source: Investment Strategy Group, Barro-Lee.",1
Exhibit 64: Human Capital Index The quality of the US labor force is higher than that in most peer countries.,0
2.2 2.5 2.7 2.8 2.9 3.0 3.1 3.2 3.2 3.4 3.4 3.6 3.7 3.7 3.8 3.8 0 1 2 3 4 India Turkey China Mexico South Africa Spain Brazil Italy France Taiwan Russia Japan Germany US South Korea UK Human Capital Index Data as of 2019.,1
"Source: Investment Strategy Group, Penn World Table 10.0.",1
Exhibit 61: Equity Market Capitalization as a Share of GDP per Country The US equity market stands at 164% of GDP.,0
"28 28 39 44 53 76 91 95 96 104 127 164 0 20 40 60 80 100 120 140 160 180 Mexico Italy Brazil Spain Germany China + HK UK South Africa India France Japan US % of GDP Data as of December 31, 2022.",0
"Source: Investment Strategy Group, Bloomberg.",1
Exhibit 63: Share of Working-Age Population With Completed Tertiary Education The working-age population in the US has a high level of completed tertiary education relative to other regions.,0
4.7 5.8 6.0 8.8 8.9 9.5 11.0 15.1 15.3 16.4 20.9 24.0 27.7 28.6 29.3 32.1 0 5 10 15 20 25 30 35 South Africa China India Turkey Brazil Taiwan Italy France Mexico Germany Spain UK Japan Russia US South Korea Share of Working-Age Population (%) Data as of 2020.,1
Note: Fraction of population that has completed tertiary education is estimated using original growth assumptions between 2015 and 2020 from Barro-Lee (2015) and the most recent completion rate data for 2015 as reported by Barro-Lee (2021).,1
"Source: Investment Strategy Group, UNESCO, United Nations World, Barro-Lee.",1
 40 Goldman Sachs january 2023 Exhibit 66: Labor Productivity The US has high levels of labor productivity.,0
"19 37 38 48 59 63 82 92 99 105 108 109 117 127 147 0 20 40 60 80 100 120 140 160 India China Brazil Mexico South Africa Russia Japan Korea Spain UK Germany Italy France Taiwan US Labor Productivity (2021 PPP,* Thousands) Data as of 2021.",0
"Source: Investment Strategy Group, Conference Board.",1
* Purchasing power parity.,0
Exhibit 68: Triadic Patent Families Registered The US ranks high in terms of the number of triadic patent families filed.,0
"394 662 910 1,708 1,880 3,244 4,381 5,897 13,040 17,469 0 2,000 4,000 6,000 8,000 10,000 12,000 14,000 16,000 18,000 20,000 India Canada Italy UK France Korea Germany China US Japan Triadic Patent Families Registered Data as of 2020.",1
"Note: Measures the number of patents filed at the European Patent Office, the United States Patent and Trademark Office, and the Japan Patent Office.",1
"Source: Investment Strategy Group, OECD.",1
Exhibit 65: Total Factor Productivity (TFP) Relative to US levels There are not many countries that exceed US total factor productivity.,0
40 44 51 55 63 77 89 91 100 103 0 20 40 60 80 100 120 China India Brazil Russia Japan UK France Germany US Norway TFP (% of US) Data as of 2019.,1
"Source: Investment Strategy Group, Penn World Table.",1
Exhibit 67: Average Management Scores The US has the highest rank.,0
2.5 2.6 2.6 2.7 2.7 2.7 2.7 2.7 2.7 2.8 2.9 2.9 2.9 3.0 3.0 3.0 3.0 3.1 3.2 3.2 3.2 3.3 0.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 India Colombia China Brazil Argentina Greece Chile Turkey Spain Portugal Poland Mexico Italy Singapore UK Australia France Canada Japan Sweden Germany US Average Management Score Data as of 2015.,1
"Source: Investment Strategy Group, World Management Survey.",1
 41 Outlook Investment Strategy Group Exhibit 70: Index of Economic Freedom There are not many large economies that surpass the US.,0
67 74 75 78 91 97 100 101 106 0 20 40 60 80 100 120 China Brazil India Russia France Japan US UK Germany Index of Economic Freedom (US = 100) Data as of 2022.,0
"Source: Investment Strategy Group, The Heritage Foundation.",1
"Exhibit 72: GDP, Nobel Laureates and Universities in Top 50 The US is stronger because of its alliances.",0
"GDP (US$billion) GDP per Capita (US$) Nobel Laureates Universities in Top 50 United States 22,996 69,227 403 23 Europe 22,044 37,060 579 15 France 2,957 45,188 72 1 Germany 4,263 51,238 113 3 Italy 2,101 35,473 21 0 Spain 1,426 30,090 8 0 United Kingdom 3,188 47,329 137 7 Australia 1,635 63,464 12 2 Canada 1,988 52,015 28 3 Japan 4,933 39,301 29 1 Korea 1,811 35,004 1 0 New Zealand 247 48,317 3 0 West 55,654 47,432 1,055 44 China 17,745 12,562 10 4 Russia 1,779 12,219 32 0 East 19,523 12,530 42 4 Data as 2021.",1
"Source: Investment Strategy Group, IMF, Nobel Prize website, Times Higher Education.",1
Exhibit 69: Modern Innovation System Composite Index The US has a higher ranking than the average open economy.,0
1.7 1.8 2.3 2.4 3.3 3.5 4.3 4.4 5.5 6.0 6.0 6.9 0 1 2 3 4 5 6 7 8 Italy Spain Canada China Australia France Average Open Economy UK Germany US South Korea Japan Modern Innovation System Composite Index Data as of 2021.,1
"Source: Investment Strategy Group, China Pathfinder, Atlantic Council, Rhodium Group.",1
Exhibit 71: Worldwide Governance Indicators The US ranks highly among major economies on worldwide governance.,0
44 58 59 63 100 102 108 110 113 0 20 40 60 80 100 120 Russia Brazil China India US France UK Japan Germany Worldwide Governance Indicator (US = 100) Data as of 2021.,1
"Source: Investment Strategy Group, World Bank.",1
" 42 Goldman Sachs january 2023 Additional Risks to Our Outlook We face significantly greater risks in 2023 than we did in 2022: In 2022, we assigned a 10% probability of recession in the US; we have increased that probability to 4555% for 2023.",0
" We wrote that the late Ash Carter, former US secretary of defense, had assigned a 50% probability to the risk of a Russian invasion of Ukraine in 2022.",0
"Now, not only has that happened, but we are facing risk of escalation, including attacks on infrastructure beyond Ukraines borders and a nonzero probability of tactical nuclear weapon deployment.",0
 We wrote that US-China relations were going to be a source of uncertainty and volatility for the indefinite future; China became more aggressive in both its policy statements and its military activities in 2022.,0
" With respect to North Korea, we wrote that we were least worried about rising tensions in 2022, but now we are worried about Kim Jong Uns more aggressive posture toward missile testing and North Koreas nuclear capabilities.",0
 We wrote about two risks with respect to Iran: continued development of its nuclear program and its extensive missile program.,0
The risks are even greater now given Irans further enrichment of its uranium and its new military partnership with Russia.,0
" On COVID, we highlighted the risks of a more transmissible variant and risks to supply chains from Chinas zero-COVID policy.",0
The risks from COVID are unchanged.,1
"The new XBB.1.5 omicron subvariant has become the dominant variant in parts of the US, and Chinas disorderly abandonment of its zero-COVID policy may create another surge of infections in other parts of the world.",0
 We did not cite US midterm elections as a risk in 2022.,1
"However, the US will be a source of volatility in the second half of 2023: US debt ceiling negotiations are likely to be contentious and lead to market volatility, as they have in the past.",0
"In aggregate, we think the risks to our economic and financial market outlook are greater than in 2022.",0
"We begin with the geopolitical risks, since the recession risks were discussed earlier.",1
"We have consulted on these risks with Andrew Bishop, senior partner and global head of policy research at Signum Global Advisors; Ian Bremmer, president and founder of Eurasia Group; General Sir Nick Carter, former chief of the Defence Staff in the UK; Bernie Haykel, professor of Near Eastern studies at Princeton University; and Sir Alex Younger, former chief of the Secret Intelligence Service in the UK and regional advisor at Goldman Sachs.",0
Ukraine-Russia War The base case for most of the geopolitical advisors we have consulted with is a war that will last well beyond 2023.,0
"There is no face-saving off-ramp for President Vladimir Putin, and Ukraine cannot readily come to the negotiating table after the war crimes committed by the Russians against men, women and children, and the extensive damage to civilian structures and infrastructure.",0
"The greatest risk is escalation by the Russians: Russian could become more aggressive, targeting infrastructure such as undersea cables and pipelines outside Ukraine.",0
 Russia could launch cyberattacks globally.,0
" Russia, most importantly, could use its nuclear capabilities.",0
" Russia has the ability to use the ruse of a dirty bomb as a false flag somewhere near the Russian border to undermine Ukraines position, according to General Sir Nick Carter.",0
19 It could use a small-scale tactical nuclear weapon with limited explosive yield in Ukraine.,1
 It could use a nuclear weapon to generate a high-altitude electromagnetic pulse that would damage electronics and communication systems.,1
The geopolitical advisors we have consulted with expect the Ukraine- Russia war to last well beyond 2023.,0
" 43 Outlook Investment Strategy Group According to Bremmer, the US has told Russia that if it were to deploy a nuclear weapon, the US would directly target Russian forces.",0
"20 Theoretically, that warning should be a sufficient deterrent to President Putin.",0
"However, Sir Alex warns that we cannot rely on Putin to act rationally.",0
He has a higher readiness to accept risk. 21 Bremmer has assigned a 5% probability to use of nuclear weapons.,0
"Financially, Russia can afford to prolong this war through 2023 and possibly through 2024.",0
"We base this assessment on a series of assumptions, such as: A modest GDP decline in Russia of 3% in 2022 relative to high-single-digit drop expectations Equally modest GDP decline of 2.6% in 2023 Oil and gas exports continuing at year-end 2022 levels China and India continuing to import 24% and 11%, respectively, of Russias export of crude oil and refined products Russias ability to issue bonds domestically and tap oligarchs, their companies and the sovereign wealth fund, which has an estimated $186 billion in assets One factor constraining how long Russia can continue the war is its supply of artillery ammunition.",0
"Admiral Sir Tony Radakin has said that Russia faces critical shortages of artillery munitions, 22 and US officials have made similar statements.",0
"The Wagner Group, a Russian mercenary company, has also complained about the lack of ammunition.",0
23 Others have countered that Russia can tap into Soviet-era stockpiles and import ammunition from North Korea.,0
"Finally, a cutoff of the Wests military, financial and humanitarian support to Ukraine would increase the likelihood that Ukraine would be forced to negotiate a settlement of some kind.",0
"While some have questioned the resolve of the US and Europe, it appears that their resolve has only strengthened.",0
"Ukraine has received increasing funds, more sophisticated military equipment and stronger statements of support from most Western leaders.",0
Europe is also under limited pressure to resume imports of natural gas from Russia.,0
"Germany, in less than a year from the start of construction, inaugurated its first floating liquefied natural gas (LNG) terminal in Wilhelmshaven, and accepted its first shipment of LNG from the US.",0
The terminal can process close to 6% of Germanys 2021 consumption level.,1
"Coincidentally, the US is fast becoming the largest exporter of LNG, as shown in Exhibit 73.",0
"In 2022, it matched Qatars exports, and it is expected to exceed Qatars level once the Freeport export plant in Texas returns to full production after a June 2022 fire.",0
Exhibit 73: Annual LNG Shipments The US is fast becoming the largest exporter of LNG.,0
81 0 10 20 30 40 50 60 70 80 90 2010 2013 2016 2019 2022 Million Tonnes Qatar US Data through 2022.,0
Note: 2022 figures are according to ship-tracking data compiled by Bloomberg.,1
"Source: Investment Strategy Group, Bloomberg New Energy Finance.",1
Germany inaugurated its first floating LNG terminal in December 2022.,1
"In aggregate, we think the risks to our economic and financial market outlook are greater than in 2022.",0
" 44 Goldman Sachs january 2023 The Ukraine-Russia war is likely to continue, and risks of escalation will contribute to market volatility.",0
"US-China Tensions As discussed extensively in our China Insight report, Middle Kingdom: Middle Income , China has become more aggressive and assertive in its foreign policy toward the West.",0
The US and its allies have responded by changing their national security strategies; they have introduced export and import controls such as the US Bureau of Industry and Securitys revision of export controls of high- end semiconductors and enhanced cybersecurity measures.,0
Please see the report for a detailed discussion on this topic.,1
We think financial market volatility emanating from US-China tensions will ebb and flow.,0
"The meeting between Presidents Biden and Xi on November 14, 2022, in Bali, Indonesia, and the appointment of the Chinese ambassador to the US as foreign minister on December 30, 2022, have been interpreted as an improvement in US-China relations.",0
"On the other hand, a series of military activities in December 2022 have been interpreted as a more aggressive approach: The Japanese Ministry of Defense reported that between December 17 and December 27, the Chinese aircraft carrier Liaoning and its accompanying vessels sailed near the southernmost part of Japan and that there were numerous aircraft takeoffs that prompted Japan to scramble military aircraft and vessels.",0
"24 The Lianoning and its task force also proceeded to within 400 miles of the US territory of Guam during this period, and Chinese media highlighted that Guam would be a target in a conflict scenario.",0
" On December 21, the US Indo-Pacific Command reported that a Peoples Liberation Army Navy fighter pilot performed an unsafe maneuver during an intercept of a YOU.S. Air Force RC-135 aircraft in international airspace forcing the RC-135 to take evasive maneuvers to avoid a collision. 25 On December 25, China sent 71 warplanes into the vicinity of Taiwan, of which 47 crossed into Taiwans southwest air defense identification zone, prompting Taiwans military to respond with aircraft and navy vessels.",0
The level of such incursions doubled in 2022 relative to 2021.,0
"26 While US-China tensions and increased risks of military accidents in the air and the seas may contribute to market volatility, our panel of geopolitical advisors believe that the risk of a Chinese invasion of Taiwan is low in 2023.",0
Most think it is unlikely over the next five years.,0
"However, Bishop from Signum Global Advisors The Chinese aircraft carrier Liaoning sailed to within 400 miles of the US territory of Guam in December 2022.",0
Taiwan reported that several Chinese aircraft crossed into its air defense identification zone in December 2022.,0
(Credit: Taiwan Ministry of National Defense) The US military said a Chinese Navy J-11 fighter jet flew close to a YOU.S. Air Force RC-135 aircraft in December 2022.,0
 45 Outlook Investment Strategy Group assigns a 35% probability of a Chinese attack on Taiwan over the next two years.,0
"North Korea While we were not worried about North Koreas activities spilling into financial markets in 2022, we think North Korea poses greater risks in 2023.",0
"As shown in Exhibit 74, North Korea has launched more missiles in 2022 than in the prior five years combined.",0
The missiles have varied from short- range ballistic missiles to intercontinental ones.,1
"CIA Director William Burns has referred to it as quite troubling, and Bremmer has warned that they are going to test a nuke. 27 Eurasia Group has also written that the chances of conflict on the Korean peninsula are at their highest level since at least 2017 with fewer guardrails in place to promote de-escalation. 28 China and Russia would have been the countries to place some guardrails on North Korea, but given the Ukraine-Russia war and rising geopolitical tensions between the US and China, those guardrails have been removed.",0
"While risks of incidents between South Korea and North Korea are non-negligible in 2023, and missile tests could lead to interim volatility in the financial markets, the risk of serious military engagement with North Korea is low in the near term.",0
Iran Iran poses two threats in 2023: producing weapons- grade uranium and making other irreversible advances in its nuclear program and expanding its weapons sales to Russia from drones to missiles.,0
Nuclear Concerns.,1
"According to data from the International Atomic Energy Agency and the analysis from the Institute for Science and International Security (ISIS), Iran already has highly enriched uranium (HEU) at 60% sufficient to be used for a nuclear weapon.",1
"29 However, ISIS thinks Iran may prefer to enrich its 60% HEU to 90%, which is considered weapons-grade and more suited to Irans nuclear weapons designs.",0
General Sir Nick has suggested Iran will very likely have reinforced its view from observing the Ukraine war that there is merit is possessing a nuclear deterrent.,0
30 Sir Alex suggests that Irans leaders will not weaponize because their progress on enrichment gives them enough leverage. 31 Eurasia Group writes that Iran might decide to enrich to 90% when the Joint Comprehensive Plan of Action (JCPOA) restrictions on Irans development program of ballistic missiles designed to carry nuclear weapons expire in October 2023.,0
32 Exhibit 74: North Korean Missile Launches North Korea has launched more missiles in 2022 than in the prior five years combined.,0
Short-Range Ballistic Missile Taepodong-2/Unha-3 0 50 100 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 Number of Launches Cruise Missile Nuclear Test Medium-Range Ballistic Missile Submarine-Launched Ballistic Missile Intermediate-Range Ballistic Missile Unknown Hwasong-14 Hwasong-15 Hypersonic Glide Vehicle Unknown ICBM Hwasong-17 Data as of 2022.,1
"Source: Investment Strategy Group, Center for Strategic and International Studies.",1
Missile tests by North Korea could lead to interim market volatility.,0
Headlines from Iran on its nuclear program will be a source of volatility in 2023.,0
 46 Goldman Sachs january 2023 Headlines from Iran on its nuclear program and responses from Israel will be a source of volatility in 2023.,0
Transferring Drones and Missiles to Russia.,1
The new military relationship between Russia and Iran has been troubling to the West.,0
"Burns has said that what is beginning to emerge is at least the beginning of a full-fledged defense partnership between Russia and Iran, with the Iranians supplying drones to the Russians, which are killing Ukrainian civilians. 33 In a joint statement after a United Nations Security Council meeting, France, Germany and the UK warned Iran against any further deliveries of weapons to Russia, in particular of any short-range ballistic missiles, which would constitute a serious escalation. 34 In our 2022 Outlook , we quoted Kenneth Frank McKenzie Jr., Marine general and commander of the US Central Command covering the Middle East and South Asia; he said that Iran had reached overmatch where its strategic capacity is now enormous and it has the ability to overwhelm. Its missiles can strike effectively across the breadth and depth of the Middle East with accuracy and volume. 35 The joint statement warned that transferring such missiles to Russia would constitute an escalation.",0
Escalation would lead to market volatility.,0
"Cybersecurity Cyberattacks remain a major threat from state and non-state actors, with the biggest threats emanating from China, Russia, Iran and North Korea.",0
